Id,SalePrice
1461,121197.51254571897
1462,158642.50371824857
1463,185047.71577895732
1464,199294.28688411124
1465,185773.50659986347
1466,174393.0332804016
1467,180130.06284914693
1468,169998.32873320297
1469,180773.22917023732
1470,123149.6410228956
1471,190441.26751902676
1472,93957.27516597057
1473,94616.63885204386
1474,152839.19494872147
1475,126746.33108483558
1476,372691.1903592254
1477,251064.60066480984
1478,299982.3427868379
1479,265282.0794657595
1480,494975.7635236386
1481,327561.28416304593
1482,208901.25837957626
1483,168383.74227894898
1484,163889.07197638252
1485,176175.52829534688
1486,197438.11027395123
1487,345630.9854758013
1488,227979.17606083068
1489,203789.07891145954
1490,224536.71755927816
1491,186138.1457046165
1492,92976.82369625918
1493,184877.75269847008
1494,297079.3983940699
1495,297007.04299741634
1496,246341.7145154657
1497,180612.12353667183
1498,161054.44424854583
1499,159802.57022151403
1500,159011.1145152562
1501,177378.82893830724
1502,152644.1659984126
1503,281384.4597101736
1504,242860.89669953322
1505,232354.05522404422
1506,193109.8950954886
1507,249298.33927183837
1508,199000.173540537
1509,165451.51236050273
1510,150262.81587308776
1511,147198.47366252317
1512,173352.11042965305
1513,136166.575428691
1514,148883.8599668541
1515,180993.0127851392
1516,147215.411870956
1517,160445.68568543348
1518,127886.94360349802
1519,214373.9564157349
1520,135076.00117929507
1521,136646.038659496
1522,167272.7208188442
1523,113737.39270184978
1524,123301.2169280873
1525,121968.4747528133
1526,111175.01970607959
1527,104430.58879147387
1528,131558.77970158364
1529,147751.82089644897
1530,174777.87515822047
1531,109548.56830693838
1532,94050.9891481252
1533,141970.03149288896
1534,117346.71022858428
1535,146514.63090255472
1536,104862.01236947559
1537,60424.93741549002
1538,148188.15301071553
1539,192044.06300336856
1540,88278.50792938347
1541,137120.30470579842
1542,135704.727434106
1543,201631.53188429473
1544,79764.6671482794
1545,98354.30663830454
1546,132811.13750086128
1547,133076.78463906993
1548,133304.71725741425
1549,112227.34712440871
1550,136867.07457541005
1551,105610.28947722689
1552,133084.37700239097
1553,144703.4506184521
1554,112551.71440374761
1555,172784.71831332648
1556,93078.249008025
1557,105395.98737132209
1558,93783.96855514793
1559,88869.74864569287
1560,137836.34699658604
1561,128836.95448744055
1562,127053.85695642307
1563,121521.62450508363
1564,158249.51656180897
1565,149611.6245369407
1566,234702.36109324472
1567,73083.73835603471
1568,243257.19268487432
1569,133206.87104451514
1570,133452.09434447702
1571,117770.40373160709
1572,143676.48754558427
1573,241029.97383461767
1574,102924.20668006413
1575,222717.08293575732
1576,239754.99511814796
1577,192540.38013283047
1578,147579.61418026692
1579,143187.21262669907
1580,191798.81286995622
1581,152022.3985554254
1582,129667.1239272326
1583,317561.6127038877
1584,229901.86784587146
1585,142657.5475961187
1586,68161.51053931937
1587,96611.16829851747
1588,155191.12203936823
1589,92788.4190144505
1590,130759.88731157687
1591,96824.66651002406
1592,113569.34355447839
1593,128885.32561118406
1594,133077.51298201797
1595,106228.21683685236
1596,228810.1688534602
1597,185107.36429657403
1598,195498.21941712295
1599,174455.64266762088
1600,165186.15121471861
1601,59793.89774884213
1602,107945.59984942022
1603,82269.73343636318
1604,267137.47836129006
1605,231940.73576617718
1606,167604.26749306958
1607,150528.01018646776
1608,216187.82731167017
1609,191645.8257549555
1610,165019.5469857787
1611,136766.47375056648
1612,161642.5675055856
1613,154796.03311552102
1614,126681.77586636125
1615,85931.05219652026
1616,71394.32200250274
1617,86487.06983700341
1618,125933.0019736608
1619,139379.86555122538
1620,147121.18525495497
1621,131157.14901735802
1622,144745.33246259933
1623,269237.4639409324
1624,205545.43667277548
1625,117396.6236980678
1626,161512.46984078875
1627,188632.25205583882
1628,275808.13701207243
1629,182087.44517230068
1630,357556.7863064641
1631,213751.93594887483
1632,238161.9925312289
1633,172609.93266268258
1634,188859.0026639153
1635,182315.04091925663
1636,157628.3383446465
1637,196977.45021831046
1638,195875.91942255295
1639,183343.09777943816
1640,262597.41471174377
1641,188062.20353820157
1642,239307.67747662182
1643,227486.11276297967
1644,235055.3651020016
1645,209886.63953731136
1646,163469.42091739163
1647,150905.95375296145
1648,132468.29434677967
1649,142633.20530520158
1650,112125.71479535216
1651,120794.11017178102
1652,92684.68436316098
1653,95184.4304299387
1654,149857.48893470896
1655,145458.17946007987
1656,144035.81936711556
1657,148849.1328418094
1658,147617.30273465987
1659,134328.58707230998
1660,153516.8702287393
1661,461417.012339664
1662,394281.0014836785
1663,390539.6483706498
1664,453468.46494589944
1665,304238.3392081566
1666,339144.7798977451
1667,377272.30426710873
1668,336979.2860257152
1669,307064.0951575523
1670,350516.24006744137
1671,270918.9549404393
1672,456704.0108671317
1673,305415.0187182339
1674,247108.41020875442
1675,192218.13869081033
1676,198178.47910595883
1677,223334.35253462335
1678,440531.2103220601
1679,395329.64182748966
1680,347504.589226019
1681,253097.76195819824
1682,306415.7363338057
1683,183203.1828036722
1684,171937.9021208644
1685,174239.7270689536
1686,168421.25748683754
1687,170211.09970869252
1688,188709.51452705354
1689,192125.0811553134
1690,193607.84631401094
1691,184297.41858731495
1692,263611.54340201616
1693,171598.23080969532
1694,186997.74158106514
1695,169544.91310322503
1696,275826.1904057996
1697,177649.06022565835
1698,367586.61022475443
1699,337141.3913290618
1700,256137.02986811314
1701,274013.0040601064
1702,241253.74368355068
1703,252337.58814774436
1704,285552.45840524766
1705,231116.76773757586
1706,411952.289874065
1707,219718.66283885308
1708,212258.93862598998
1709,256829.9777508974
1710,219956.28620354444
1711,265774.00913799723
1712,242401.16497456396
1713,272310.61772055924
1714,229593.59933967763
1715,209078.0764132024
1716,183467.00434139138
1717,175723.0970385124
1718,130597.84960378396
1719,198484.93049855428
1720,241658.6765118172
1721,160090.45790891652
1722,118905.42107756238
1723,157372.5039817808
1724,210463.52568127683
1725,239866.6817189763
1726,191137.2312511692
1727,157991.1578988821
1728,179697.87340930107
1729,168066.0302805836
1730,156219.40260711437
1731,121223.25948753643
1732,131283.2562267536
1733,115614.1379842834
1734,117916.00725833056
1735,133221.6090622505
1736,117295.38930017779
1737,325169.4292586676
1738,240989.8473943002
1739,259680.72409437722
1740,208043.72061860794
1741,195981.5557034159
1742,175435.59629830095
1743,178533.49339584014
1744,306712.6390325065
1745,204269.54164290332
1746,185154.42541587265
1747,231716.05194684374
1748,241238.4279588528
1749,157078.30774018593
