Id,SalePrice
1461,106077.58096812443
1462,148025.51640450605
1463,164431.77719553185
1464,190268.45239129863
1465,197895.2303902841
1466,167363.3798831688
1467,184329.64731568663
1468,162261.03302181256
1469,189077.1012315072
1470,114775.36113718372
1471,161564.71179674013
1472,96246.64251149667
1473,91255.77790301968
1474,151049.63645453966
1475,123947.85139765819
1476,334642.51579484023
1477,241171.70210279716
1478,300098.7944974331
1479,274738.6843612569
1480,476757.75885506504
1481,319751.33752104884
1482,209420.0669220442
1483,166202.88875596735
1484,166745.40133682152
1485,194591.98453923067
1486,191800.1515631494
1487,335762.49890497467
1488,212502.04603449954
1489,187789.79638227742
1490,229426.28548793404
1491,188950.98058436826
1492,93938.32624125983
1493,200121.34620916648
1494,293167.90920809977
1495,291914.49731350923
1496,224251.58564997744
1497,176666.84061146516
1498,171386.08050105866
1499,173777.8896001444
1500,168346.4839127707
1501,169558.7929116843
1502,156221.31915051892
1503,268681.3192112684
1504,238956.64586748427
1505,223725.4750246095
1506,189472.35164199927
1507,238838.60450514994
1508,193872.18799292168
1509,156214.71449120643
1510,139908.57255452508
1511,146150.26677348223
1512,166662.81037946572
1513,147229.9561606038
1514,149438.75863054828
1515,181722.5764907372
1516,145919.8172105574
1517,165378.79107679715
1518,127146.9499014318
1519,191954.81664412754
1520,123655.28486741734
1521,117342.27394815275
1522,173612.04666987015
1523,110077.90989219409
1524,116028.0051273134
1525,114560.95876832477
1526,102866.7639690336
1527,110647.3336366268
1528,136951.61187396426
1529,137118.8604015738
1530,198649.23523240405
1531,120589.23235627369
1532,96744.74377645171
1533,140619.967742217
1534,120216.58280763419
1535,133714.2924456665
1536,103729.64656875689
1537,60529.876725719965
1538,141667.9510078307
1539,182267.79503745897
1540,83256.62897634947
1541,119734.64825318404
1542,136479.10247600716
1543,163664.52187774846
1544,86682.41068933418
1545,111262.4411585983
1546,134868.8902873797
1547,122134.02962474244
1548,124762.71465004048
1549,112398.94100492982
1550,125889.67006984202
1551,104979.9127082485
1552,136932.32550971967
1553,134082.4234209017
1554,123537.48485111175
1555,152917.53377615535
1556,102404.78491275136
1557,95834.18904268285
1558,105200.60693104148
1559,70633.74807623222
1560,128454.57090148491
1561,110225.71196119783
1562,134482.53544162164
1563,116837.41736374525
1564,153104.45240809902
1565,139025.9556886391
1566,231916.43943218183
1567,79877.51837001088
1568,248092.94237634953
1569,123783.34733132576
1570,144201.29857798453
1571,120951.31296211753
1572,134439.36308181196
1573,204140.64013366535
1574,115200.19566737476
1575,229514.07413608424
1576,248311.94714290873
1577,173030.69396979973
1578,152865.9486231427
1579,141820.00825809003
1580,187902.9791969175
1581,161391.80722639317
1582,132162.86477290382
1583,283874.3452825976
1584,219074.14153798015
1585,139097.43216206194
1586,72873.49278285069
1587,112936.56818358605
1588,146506.43154261788
1589,100158.44939778582
1590,130779.40158427427
1591,94895.03557524655
1592,101583.04386783663
1593,135945.33323487328
1594,120196.56912759862
1595,107857.8807020228
1596,209365.8370803259
1597,181977.87929367073
1598,204641.2479625902
1599,165788.30315753375
1600,155952.17212903587
1601,65127.4839261746
1602,110517.64495356254
1603,74162.61390206694
1604,236668.13857522607
1605,227747.51721826306
1606,162149.04533508525
1607,173474.32128230328
1608,215607.89160934638
1609,185584.10828407822
1610,156350.6901644284
1611,134440.2204074448
1612,161181.3299934276
1613,159360.60081201827
1614,127340.53865088304
1615,88578.00797691947
1616,75347.91999762872
1617,88733.77920845628
1618,126552.60042352797
1619,144332.1853099553
1620,149840.17720856177
1621,128387.42956532148
